Shi Tao--shitao;Arhat (set of 4);12.05.2011;10,474,904
Andy Warhol;Little Electric Chair;05.12.2014;10,469,000
Paul Cézanne;Environs de GardanneREPEAT SALE;05.07.2008;10,457,000
Henri Matisse;Nu couche I (Aurore)REPEAT SALE;05.07.2001;10,452,500
Sandro Botticelli--Alessandro di Mariano Filipepi;The Rockefeller Madonna: Madonna and Child with Young Saint John the BaptistREPEAT SALE;01.30.2013;10,442,500
Claude Monet;NymphéasREPEAT SALE;11.05.2003;10,424,000
Sanyu;Potted chrysanthemums;04.05.2014;10,412,046
Claude Monet;Le Palais DarioREPEAT SALE;11.07.2007;10,401,000
Paul Gauguin;Le vallon;06.21.2011;10,389,629
Pablo Picasso;Buste D′Homme;11.04.2009;10,386,500
Alexander Calder;Snow Flurry;05.08.2012;10,386,500
Andy Warhol;MaoREPEAT SALE;05.10.2012;10,386,500
Edward Hopper;Bridle Path;05.17.2012;10,386,500
Rembrandt Harmensz van Rijn--Rembrandt Harmensz. van Rijn;Portrait of a Girl Wearing a Gold-Trimmed Cloak;12.01.1986;10,381,800
Egon Schiele;Portrait of the Art Dealer Guido Arnot;10.18.2000;10,377,920
Zhang Daqian;Lotus (set of 4);05.28.2013;10,370,055
René Magritte;Le prêtre Marié;02.06.2007;10,368,793
Claude Monet;Au Parc MonceauREPEAT SALE;06.23.2009;10,360,044
Andrew Wyeth;Ericksons;05.24.2007;10,344,000
Vincent van Gogh;Intérieur d′un Restaurant;04.30.1996;10,342,500
Joan Miró;L′Air;11.03.2010;10,330,500
Paul Cézanne;Pommes et gâteaux;11.01.2005;10,320,000
Vincent van Gogh;La moisson en ProvenceREPEAT SALE;11.05.2003;10,312,000
Edgar Degas;Petite danseuse de quatorze ansREPEAT SALE;05.07.2003;10,311,500
Zao Wou-Ki;16.5.66.;10.05.2013;10,270,165
Chen Yifei;Red flag 1;10.05.2013;10,270,165
Lucio Fontana;Concetto spaziale, Attese;07.01.2014;10,263,348
Alberto Giacometti;Femme de Venise VREPEAT SALE;02.04.2015;10,250,007
Vincent van Gogh;Jardin à Auvers;12.06.1992;10,245,900
Richard Diebenkorn;Ocean park #20REPEAT SALE;05.14.2014;10,245,000
Cy Twombly;Untitled;05.14.2014;10,245,000
Willem de Kooning;Montauk IIIREPEAT SALE;05.14.2014;10,245,000
Andy Warhol;Flowers;05.15.2014;10,245,000
Natalia Sergeevna Goncharova;Espagnole;02.02.2010;10,239,278
Andy Warhol;Silver Liz;06.30.2010;10,189,880
Zhang Xiaogang;Forever lasting love (triptych);04.03.2011;10,164,566
Philip Guston;Beggar′s Joys;11.11.2008;10,162,500
Hendrick ter Brugghen;Bagpipe Player in Profile;01.30.2009;10,162,500
Peter Doig;Reflection (What does your soul look like);11.10.2009;10,162,500
Georges Braque;La Treille;05.04.2010;10,162,500
Pierre-Auguste Renoir;Femme nue couchée, Gabrielle;05.04.2010;10,162,500
Roy Lichtenstein;Untitled composition;05.11.2010;10,162,500
René Magritte;Les vacances de Hegel;11.01.2011;10,162,500
Donald Judd;Untitled (Bernstein 89-24);11.14.2012;10,162,500
Jean-Michel Basquiat;Humidity;11.15.2012;10,162,500
Henri de Toulouse-Lautrec;Au bal de l′opéra;11.06.2007;10,121,000
Henri Matisse;Espagnole (Buste);11.07.2007;10,121,000
Lyonel Feininger;Die Grüne Brücke (The Green Bridge)REPEAT SALE;11.07.2007;10,121,000
Fernand Léger;Les femmes à la toiletteREPEAT SALE;05.06.2008;10,121,000
Alberto Giacometti;Femme de Venise VIII;05.07.2008;10,121,000
Piero Manzoni;Achrome;05.14.2008;10,121,000
Maurice de Vlaminck;La Seine à ChatouREPEAT SALE;02.04.2002;10,115,597
Mark Rothko;Untitled;05.11.2005;10,096,000
Francis Bacon;Study for a Pope I;11.08.2005;10,096,000
Pablo Picasso;Arlequin au baton;05.03.2006;10,096,000
Willem de Kooning;Untitled;05.09.2006;10,096,000
Paul Cézanne;Portrait de femme;11.03.2004;10,087,500
Huang Binhong;View of south peak;05.18.2014;10,054,544
Francis Bacon;Two Men Working in a Field;06.20.2007;10,047,642
;Wolken (Fenster) (Clouds (Window)) (in 4 parts)REPEAT SALE;10.13.2014;10,037,940
Dong Qichang;Fuchun mountains after Huang Gongwang (+ colophons by various artists);10.29.2012;10,036,350
John William Waterhouse;St Cecilia ′In a clear walled city on the sea, Near gilded organ pipes;06.14.2000;9,960,407
Wassily Kandinsky;Studie für Herbstlandschaft mit Booten (Study for autumn landscape with boats);06.19.2013;9,955,595
Cui Ruzhuo;Snowy Mountains (set of 8)REPEAT SALE;05.28.2013;9,937,272
Joan Miró;Femme (Femme debout);02.06.2013;9,930,742
Alberto Giacometti;Stèle III;11.05.2014;9,909,000
Claude Monet;Nymphéas;05.09.2001;9,906,000
Bruce Nauman;Henry Moore bound to fail (Back view);05.17.2001;9,906,000
Egon Schiele;Haut mit trockender Wäsche;11.05.2001;9,906,000
Pablo Picasso;Compotier et guitareREPEAT SALE;05.10.2000;9,905,750
Amedeo Modigliani;Portrait de Jeanne Hébuterne assise dans un fauteuil;11.16.1998;9,902,500
Vincent van Gogh;Paysage au soleil levant;04.24.1985;9,900,000
Marc Chagall;Au Dessus de la ville;05.15.1990;9,900,000
Fernand Léger;Les Maisons sous les Arbres;11.14.1990;9,900,000
Jean-Michel Basquiat;Untitled (Black Figure);11.13.2007;9,897,000
Joan Miró;Projet pour un monument;05.09.2007;9,896,000
Peter Doig;Red boat (Imaginary boys);06.28.2011;9,895,335
Pablo Picasso;Le Repos (Marie-Thérèse Walter)REPEAT SALE;05.01.2012;9,882,500
Clyfford Still;1948-H;11.13.2012;9,882,500
Jean-Michel Basquiat;Grillo;06.22.2007;9,857,406
Pablo Picasso;Famille d′arlequin;05.08.2007;9,840,000
Donald Judd;Untitled, 1977 (77-41 BERNSTEIN);05.16.2007;9,840,000
Xu Beihong;Riding a donkey in spring;06.03.2010;9,838,225
Henri Matisse;Nu à la chaise longue;06.23.2010;9,826,927
Andy Warhol;Four Campbell′s soup cans;11.08.2011;9,826,500
;Abstract Painting (596);11.14.2007;9,785,000
Natalia Sergeevna Goncharova;Picking apples;06.18.2007;9,780,712
Claude Monet;Le pont de bois;06.19.2013;9,780,125
Willem de Kooning;Untitled XVIIREPEAT SALE;05.15.2013;9,755,750
Edgar Degas;Danseuse rajustant sa sandaleREPEAT SALE;02.05.2008;9,754,978
Wu Guanzhong;Shrubalthea;06.03.2011;9,754,028
Pablo Picasso;Nu couché;11.05.2003;9,752,000
Giovanni da Rimini;Episodes from the lives of the Virgin and other saints;07.09.2014;9,732,986
Paul Signac;La Corne d′Or, les minarets;06.20.2012;9,732,242
Pablo Picasso;Homme assis;06.19.2012;9,726,661
Canaletto--Bernardo Bellotto;Venice, the entrance to the Grand Canal, with the Church of Santa Maria Della Salute seen from the Piazzetta; Venice, a view of the Church of SS. Giovanni E Paolo and the Scuola di San Marco, with the monument to Bartolommeo Colleoni;12.05.2007;9,716,879
Pablo Picasso;Homme assis sur une chaise;02.02.2010;9,703,829
Sir Stanley Spencer;Christ Preaching at Cookham Regatta: Conversation Between Punts;11.20.2013;9,693,998
Pablo Picasso;Buste d′homme;05.07.2013;9,685,000
Paul Gauguin;Petit Breton à l′oieREPEAT SALE;11.06.2013;9,685,000
Claude Monet;La jetee du havre;05.12.1993;9,682,500
Alexander Calder;Rouge triomphant (Triumphant Red);06.27.2012;9,676,430
Edward Hicks;The Peaceable Kingdom with the Leopard of Serenity;05.22.2008;9,673,000
Zeng Fanzhi;Mask Series 1996 No. 6;05.24.2008;9,662,114
Robert Ryman;Untitled;05.10.2006;9,648,000
Willem de Kooning;Woman (Seated Woman I);11.15.2006;9,648,000
Alberto Giacometti;Grande femme debout IV;11.05.2003;9,640,000
Piet Mondrian;Façade in tan and grey;11.15.1989;9,625,000
Brice Marden;Cold mountain I (Path);05.12.2010;9,602,500
Mark Rothko;No. 18 (Brown and black on plum);11.10.2010;9,602,500
Pablo Picasso;Couple à la guitare;05.03.2011;9,602,500
Francis Bacon;Untitled (Crouching nude on rail);05.11.2011;9,602,500
Claude Monet;Les demoiselles de Giverny;05.01.2012;9,602,500
Edward Hopper;October on Cape Cod;11.28.2012;9,602,500
Frans Hals I--Frans Hals;Portrait of Samuel Ampzing, half length;12.05.2007;9,601,704
Pablo Picasso;Femme assise dans un fauteuilREPEAT SALE;06.18.2013;9,601,058
Zhang Daqian;Children playing under a pomegranate tree;05.31.2011;9,583,530
Qi Baishi;Grass and insects (alb. w/16 works);06.03.2011;9,576,682
Giovanni Segantini;Primavera sulle alpi;11.09.1999;9,572,500
Henri Matisse;Le Géranium;05.07.2008;9,561,000
Andy Warhol;Detail of the Last Supper (Christ 112 Times) Yellow;05.14.2008;9,561,000
Jean-Michel Basquiat;Untitled (Prophet I);05.14.2008;9,561,000
Paul Signac;Constantinople - Corne d′or;06.18.2007;9,559,321
Cai Guo Qiang--Cai Guo-Qiang;Drawing for Asia-pacific Economic Cooperation;11.25.2007;9,548,228
Zhang Daqian;Daoist goddess playing panpipe;05.27.2013;9,536,352
Roy Lichtenstein;Yellow and White Brushstrokes;11.15.2006;9,536,000
Ernst Ludwig Kirchner;Gruppe Badender am Strand (Group of Bathers on the Beach);02.05.2008;9,534,192
Auguste Rodin;Le Penseur, taille de la porte dit moyen modèle;02.03.2015;9,498,200
Wassily Kandinsky;Moskau II (Moscow II);02.03.2015;9,498,200
Georges Braque;Femme lisant;12.02.1986;9,484,121
Vincent van Gogh;Deux crabes;06.21.2004;9,480,882
Wassily Kandinsky;Herbstlandschaft (Autumn landscape)REPEAT SALE;06.23.2014;9,479,320
Chaïm Soutine;Le pâtissier de Cagnes;02.07.2005;9,460,270
Claude Monet;Nymphéas;11.13.1990;9,460,000
;Der Mensch, der sich zwischen Tugenden und Lastern entscheiden muss;04.21.2010;9,458,336
Pieter Brueghel II--PIETER BRUEGHEL THE YOUNGER;The Road to CalvaryREPEAT SALE;07.08.2014;9,451,302
;Nu couché, (Nu);12.06.2011;9,445,880
Pablo Picasso;Homme à l′épée;06.23.2009;9,441,084
André Derain;Bateaux à Collioure;02.09.2011;9,429,562
Zhang Daqian;The magical rock and mountain scenery;12.03.2010;9,413,883
Jeff Koons;The New Jeff Koons;05.14.2013;9,405,000
Chaïm Soutine;Le chasseur de Chez Maxim′sREPEAT SALE;05.02.2012;9,378,500
Pablo Picasso;Femme couchée à la mèche blonde;06.21.2004;9,377,941
Lucian Freud;Francis Bacon;10.19.2008;9,370,759
Claude Monet;Waterloo bridge, effet de Brouillard;05.11.1999;9,352,500
Paul Cézanne;L′allee à Chantilly, I;05.07.2001;9,352,500
Claude Monet;Asters;05.10.1989;9,350,000
Yves Klein;RE 49;06.28.2010;9,342,803
Pablo Picasso;Femme au grand chapeau. Buste;05.05.2010;9,322,500
Joan Mitchell;UntitledREPEAT SALE;11.09.2011;9,322,500
Franz Kline;Shenandoah;11.13.2012;9,322,500
Francis Bacon;Study for Head of Isabel Rawsthorne;11.13.2012;9,322,500
Damien Hirst;Fragments of Paradise;09.15.2008;9,320,326
Claude Monet;L′église de Varengeville, soleil couchant;02.04.2014;9,307,935
Paul Gauguin;Te Fare (La Maison);11.07.1991;9,303,990
Huang Zhou;Horse training;05.22.2011;9,298,475
Jean-Michel Basquiat;Do Not Revenge;05.13.2014;9,293,000
Yves Klein;Untitled Blue Monochrome (IKB 92)REPEAT SALE;02.10.2015;9,270,498
Piet Mondrian;Composition in Black and White, with Double Lines;05.05.2009;9,266,500
Claude Monet;Antibes, le fort;11.02.2011;9,266,500
Andy Warhol;The Kiss (Bela Lugosi);11.13.2012;9,266,500
Claude Monet;Voilier sur le petit bras de la Seine, ArgenteuilREPEAT SALE;04.26.2012;9,265,500
Willem van de Velde II--Willem van de Velde the younger;Dutch men-o-war and other shipping in a calm;12.06.2011;9,259,059
Zhang Daqian;An invitation to rusticate;05.27.2013;9,247,840
Kees van Dongen;Femme au grand chapeauREPEAT SALE;06.20.2005;9,235,273
Xu Beihong;Put Down Your Whip;04.07.2007;9,230,769
Andy Warhol;Muhammad Ali;11.13.2007;9,225,000
Joan Miró;Le fermier et son épouseREPEAT SALE;02.05.2013;9,220,760
Pierre Bonnard;Le petit déjeuner, radiateur;06.22.2010;9,200,795
Andy Warhol;Jackie Frieze;11.09.2005;9,200,000
Norman Rockwell;Homecoming Marine;05.24.2006;9,200,000
Pablo Picasso;Mandoline et portée de musique;05.08.2013;9,195,750
Sigmar Polke;Dschungel (Jungle);06.29.2011;9,194,269
Yves Klein;Relief éponge or (RE 47 II);02.11.2010;9,185,568
Meindert Hobbema;A wooded landscape with travellers on a path through a hamlet;07.11.2001;9,162,904
Henri de Toulouse-Lautrec;La liseuse;06.22.2011;9,149,543
Laurence Stephen Lowry;The football matchREPEAT SALE;05.26.2011;9,145,594
Auguste Rodin;Iris, Messagère des dieux;06.19.2007;9,139,139
Juan Gris;Guitare sur une tableREPEAT SALE;11.05.2013;9,125,000
Andy Warhol;Nine Gold Marilyns (Reversal Series)REPEAT SALE;11.11.2013;9,125,000
Georges Braque;Le Modèle;05.06.2014;9,125,000
;Moment de transition;05.06.2014;9,125,000
Jean-Michel Basquiat;Untitled;05.15.2014;9,125,000
Norman Rockwell;After the promREPEAT SALE;05.21.2014;9,125,000
;Untitled (687-4)REPEAT SALE;11.12.2014;9,125,000
Agnolo Bronzino;Portrait of a young man with a book;01.28.2015;9,125,000
Chu Teh-Chun (Zhu Dequn);Untitled (diptych);11.23.2013;9,116,353
Zao Wou-Ki;3.4.60-1.2.69;10.05.2013;9,114,707
Pablo Picasso;Portrait de femme;06.23.2014;9,098,139
;Struktur (1);02.27.2008;9,088,470
Wassily Kandinsky;Starnberger See (Lake Starnberg);11.07.2006;9,088,000
Jan Steen;The prayer before the meal;12.05.2012;9,084,669
Constantin Brancusi;La muse endormie III;11.14.1989;9,075,000
Xu Beihong;Portrait of a lady;11.16.2011;9,055,831
Zhang Zhao;Shi Gu Ge by Han Yu in cursive script;10.09.2012;9,042,594
Pablo Picasso;Mousquetaire et femme à la fleur;11.06.2008;9,042,500
Andy Warhol;Campbell′s soup can (Tomato);11.10.2010;9,042,500
Paul Delvaux;Les Cariatides;05.03.2011;9,042,500
Cy Twombly;Untitled;11.07.2011;9,042,500
Emperor Huizong;Rare birds painted from life;05.29.2009;9,036,358
Qi Baishi;Willows at the riverside (+ Begonias; pair);04.03.2012;9,028,502
Fu Baoshi;The song of the pipa player;11.30.2010;9,027,107
Claude Monet;Canotiers à Argenteuil;11.18.1998;9,022,500
Francis Bacon;Self-portrait;02.08.2006;9,016,584
Francis Bacon;Study from Portrait of Pope Innocent X by Velazquez;02.08.2006;9,016,584
Pablo Picasso;Nature morte au filet de pêche;05.06.2014;9,013,000
Pablo Picasso;Tête de femme à deux profils;05.13.2014;9,013,000
Zhang Daqian;Strange pines of Mount Huang (2 works);05.31.2011;9,007,850
Jeff Koons;Naked;05.14.2008;9,001,000
Rembrandt Harmensz van Rijn--Rembrandt Harmensz. van Rijn;Portrait of a Young Woman with a Black Cap;01.25.2007;9,000,000
Francis Bacon;Portrait of George Dyer staring into a mirrorREPEAT SALE;06.23.2005;8,994,169
Piet Mondrian;Composition I;02.23.2009;8,990,444
Vincent van Gogh;A Pair of ShoesREPEAT SALE;11.07.2006;8,976,000
Fernand Léger;Les trois personnages devant le jardin;11.08.2006;8,976,000
Constantin Brancusi;The Kiss;11.04.2004;8,968,000
Mark Rothko;No.15;05.11.2004;8,967,500
Emperor Qianlong;Landscape;12.03.2013;8,965,500
Wassily Kandinsky;Weisser Klang (White Sound)REPEAT SALE;11.02.2011;8,930,500
Qi Baishi;Flowers and Birds (in 4 parts);06.02.2014;8,927,142
Claude Monet;Le bassin aux nymphéas;11.28.1989;8,920,774
Joan Miró;Danseuse espagnole;11.06.2001;8,916,000
Jacopo da Ponte Bassano;The Adoration of the Shepherds;01.29.2014;8,901,000
Christopher Wool;Untitled;11.12.2014;8,901,000
Arshile Gorky;Child′s Companions;11.12.2014;8,901,000
Marc Chagall;Jeune fille au cheval;02.04.2015;8,899,914
René Magritte;Le sabbat;06.18.2007;8,895,150
Pablo Picasso;Claude et Paloma dessinant;05.06.2008;8,889,000
Pierre-Auguste Renoir;Grande baigneuse aux jambes croisées;05.09.2007;8,888,000
Amedeo Modigliani;Portrait de Mario (Marios Varvoglis);03.28.1988;8,883,994
Sir Stanley Spencer;Sunflower and dog worship;06.15.2011;8,881,040
Jan van der Heyden;Amsterdam: A View of the St. Antoniespoort;12.06.2006;8,872,327
Ferdinand Hodler;Der Genfersee von Saint-Prex aus;06.05.2007;8,871,544
Zao Wou-Ki;10.01.68.;10.03.2011;8,856,533
Mark Rothko;No. 8 (White Stripe);11.12.2003;8,856,000
Henri de Toulouse-Lautrec;L′Abandon (Les deux amies)REPEAT SALE;02.04.2009;8,851,044
Amedeo Modigliani;Portrait de Roger Dutilleul;12.04.2013;8,849,192
Juan Gris;Tabac, journal et Bouteille de vin Rosé;11.06.2013;8,845,000
Egon Schiele;Selbstbildnis mit gespreizten Fingern;02.06.2007;8,830,350
Maurice de Vlaminck;Le Jardinier;06.20.2005;8,825,467
Pablo Picasso;Deux nus couchés;05.01.2012;8,818,500
Claude Monet;Les bords de la Seine au pont d′Argenteuil;12.06.2012;8,817,500
Pierre-Auguste Renoir;Berthe Morisot et sa fille, Julie Manet;05.08.2000;8,806,000
Pablo Picasso;Le Marin;11.10.1997;8,802,500
Pierre-Auguste Renoir;La CoiffureREPEAT SALE;11.13.1997;8,802,500
Pierre-Auguste Renoir;Maternité ou Femme allaitant son enfant;05.10.1988;8,800,000
Piet Mondrian;Tableau losagique II;05.15.1990;8,800,000
Constantin Brancusi;La negresse blonde;05.16.1990;8,800,000
Willem de Kooning;July;11.07.1990;8,800,000
John Singer Sargent;Robert Louis Stevenson and His Wife;05.19.2004;8,800,000
Francis Picabia;Volucelle II;11.06.2013;8,789,000
Alberto Giacometti;Femme de Venise VREPEAT SALE;05.07.2014;8,789,000
Andy Warhol;Last Supper;05.13.2008;8,777,000
Jackson Pollock;Number 12a: Yellow, gray, black;05.12.2010;8,762,500
Andy Warhol;Three women;02.08.2007;8,757,346
Raphaël--raffaello sanzio--raphael--Da Raffaello Sanzio;Study for the head and hand of an Apostle;12.13.1996;8,752,900
Paul Cézanne;Nature Morte: Pommes et Poires;11.05.2003;8,744,000
Jin Kun;The Emperor Qianlong′s review of the Grand Parade of Troops (collab. w/ Lang Shining, et.al.);10.08.2008;8,741,691
Zhang Daqian;Ancient temple amidst clouds;05.31.2011;8,720,010
Edgar Degas;Danseuses jupes jaunes (Deux danseuses en jaune);02.09.2011;8,709,313
Jasper Johns;Gray numbersREPEAT SALE;11.11.2009;8,706,500
Henri Matisse;Le Danseur;02.23.2009;8,703,120
Henri Matisse;Nu rose (study)REPEAT SALE;06.22.2010;8,702,271
Ernst Ludwig Kirchner;Frauenbildnis in weissem Kleid (recto); Adam und Eva (verso);02.06.2006;8,697,797
Jean-Michel Basquiat;WarriorREPEAT SALE;06.26.2012;8,696,793
Cy Twombly;Untitled (New York City)REPEAT SALE;11.09.2005;8,696,000
Edgar Degas;Danseuse jaune;11.12.1996;8,692,500
Xia Chang;Storm over the Xiang river;06.03.2010;8,690,432
Hendrick Avercamp;A Winter Scene with Many Figures Skating on a Frozen River;01.22.2004;8,688,000
Sanyu;Goldfish;10.05.2013;8,681,410
Fernand Léger;élément mécanique;11.06.2013;8,677,000
Joan Miró;Tuilerie à Mont-roig;11.05.2014;8,677,000
Jean-Michel Basquiat;UntitledREPEAT SALE;06.29.2011;8,657,307
Kasimir Severinovich Malevich--Kazimir Severinovich Malevich;Self-portrait;02.03.2015;8,655,120
Lucas Cranach (the Elder);Portrait of Kurfust Herzog Johann ′der Bestandige′ von Sachsen (Folding diptych (currently detatched): Portait of Johann Fri);07.06.1990;8,615,166
Jan van Huysum;A Still Life of Fruit in a Basket with Flowers and Other Fruit, All Upon a Marble Ledge Before an Urn and Column;12.11.2003;8,599,617
Clyfford Still;Untitled (PH-786-R);05.08.2012;8,594,500
Emperor Qianlong;Lotus sutra;05.22.2011;8,590,020
Francis Bacon;Studies of the Human Body;05.08.2001;8,585,750
Hendrick Avercamp;A panoramic winter landscape with a multitude of figures on a frozen river;07.09.2014;8,581,984
Hong Ren;Dwelling with elegance;05.17.2014;8,577,271
Vincent van Gogh;Oliviers avec les Alpilles au fond;12.07.1999;8,573,864
Canaletto--Bernardo Bellotto;Venice, the Piazza San Marco looking east towards the basilica;12.03.2014;8,567,662
Claude Monet;Poirier en fleurs;05.07.2013;8,565,000
Constantin Brancusi;Le Baiser;05.06.2014;8,565,000
Henri Matisse;La femme en jaune;05.07.2014;8,565,000
Richard Prince;Nurse of Greenmeadow;05.12.2014;8,565,000
Sigmar Polke;Familie II;05.13.2014;8,565,000
Jackson Pollock;Black and white painting;05.14.2014;8,565,000
Joan Miró;L′Oiseau s′envole vers la zone o? le duvet pousse sur les collines encerclées d′or (The Bird Flies Off to Where Down Grows on the Gold-Rimmed Hills);02.04.2015;8,562,391
Georg Pencz;Portrait of Sigismund Baldinger in a black satin doublet and a fur-lined black mantle, holding gloves, at a draped table;07.06.2010;8,543,109
Zhang Daqian;La Beauté antiqueREPEAT SALE;10.07.2014;8,537,088
Liu Xiaodong;Disobeying the rules;10.05.2014;8,530,817
Henri de Toulouse-Lautrec;La Partie de cartes;11.07.2006;8,528,000
Pierre Bonnard;Deux corbeilles de fruits;11.08.2006;8,528,000
Paul Cézanne;La Côte Du Galet, à PontoiseREPEAT SALE;11.06.2000;8,527,500
Pierre-Auguste Renoir;Baigneuse (femme en jupe rouge s′essuyant les pieds);11.11.1988;8,525,000
Claude Monet;Meules, effet de neige, le matin;10.18.1989;8,525,000
Fernand Léger;La femme au fauteuil;05.16.1990;8,525,000
Pablo Picasso;Femme assise en costume rouge sur fond bleuREPEAT SALE;05.08.2013;8,523,750
Canaletto--Bernardo Bellotto;Venice, the Molo from the Bacino di San Marco with the Piazzetta and the Palazzo DucaleREPEAT SALE;12.03.1997;8,513,877
Jean Honoré Fragonard--Jean-Honoré Fragonard;Le verrou;12.17.1999;8,511,684
Pierre-Auguste Renoir;Jeune fille portant une corbeille de fleurs;06.21.1993;8,496,436
Francis Bacon;Landscape with car;06.20.2007;8,490,853
Henri Matisse;Deux négressesREPEAT SALE;11.02.2010;8,482,500
Tamara de Lempicka;Le rêve (Rafaëla sur fond vert);11.02.2011;8,482,500
Paul Gauguin;Cabane sous les arbresREPEAT SALE;05.02.2012;8,482,500
Willem de Kooning;Untitled V;05.08.2012;8,482,500
Eugène Delacroix;Choc de cavaliers Arabes;06.19.1998;8,481,571
Juan Gris;Le Pot de Géranium;05.08.2002;8,479,500
Andy Warhol;Large flowers;05.16.2001;8,476,000
Edouard Vuillard;La table de toilette (Dans les fleurs);11.14.1989;8,470,000
Henry Moore;Draped Reclining Woman;06.24.2008;8,458,707
Alberto Giacometti;Yanaihara;06.24.2008;8,458,707
Laurence Stephen Lowry;Piccadilly Circus, LondonREPEAT SALE;03.25.2014;8,455,711
Richard Prince;Overseas Nurse;07.01.2008;8,454,932
Norman Rockwell;The gossips;12.04.2013;8,453,000
Andy Warhol;Campbell′s Soup Can (Pepper Pot)REPEAT SALE;11.14.2007;8,441,000
Paul Gauguin;Te fare Hymenee (La maison des chants)REPEAT SALE;05.06.2008;8,441,000
Henri Matisse;La DanseuseREPEAT SALE;05.06.2008;8,441,000
Edgar Degas;Trois danseuses en roseREPEAT SALE;05.07.2008;8,441,000
Joan Miró;Peinture (Le cheval de cirque)REPEAT SALE;05.08.2007;8,440,000
Zhu Da;Ink landscape after Ni Zan;11.21.2010;8,434,370
Claude Monet;La Route de la Ferme Saint-Siméon en Hiver;02.05.2008;8,430,264
Zhang Xiaogang;Bloodline: Big family no.1REPEAT SALE;10.03.2011;8,425,134
Alberto Giacometti;Femme Leoni;05.04.2005;8,416,000
Andy Warhol;Flowers (in 4 parts);05.15.2013;8,411,750
Henry Moore;Three-piece reclining figure: DrapedREPEAT SALE;11.04.2004;8,408,000
Wen Zhengming;Calligraphy In Running Script;11.16.2013;8,399,258
Ferdinand Hodler;Montanalandschaft mit Becs de Bosson und Vallon de Réchy (Montana landscape with Becs de Bosson and Vallon de Réchy);06.04.2013;8,390,841
Fernand Léger;Deux femmes;02.04.2014;8,390,655
Chaïm Soutine;La femme entrant dans l′eauREPEAT SALE;02.04.2014;8,390,655
Michelangelo--Buonarroti;Study of a Mourning Woman;07.11.2001;8,386,483
;Agrigente;02.14.2012;8,376,459
Claude Monet;NymphéasREPEAT SALE;05.10.2000;8,365,750
Jasper Johns;Corpse and mirror;11.10.1997;8,362,500
John Singer Sargent;In the garden, Corfu;12.03.1997;8,362,500
;Bough in full bloom;06.03.2010;8,362,491
Vincent van Gogh;Jardin de fleurs;11.14.1990;8,360,000
Zhu Da;Album of flower and birds (alb. w/8 works);12.06.2011;8,350,434
Yves Klein;ANT 131;07.01.2008;8,343,296
Zhang Daqian;Landscape;06.04.2011;8,341,693
Pablo Picasso;La liseuse;06.23.2010;8,337,204
Willem van de Velde II--Willem van de Velde the younger;The surrender of the Royal Prince during The Four Days Battle, 1st-4th June 1666;07.04.2012;8,324,999
Dong Gao;Flowers landscape (alb. w/12 works);12.05.2011;8,307,682
Dong Bangda;Eight Scenery Landscapes;11.16.2013;8,304,884
Shen Zhou;Landscape album leaf of 10 pieces;12.03.2013;8,304,884
Claude Lorrain;A Mediterranean port at sunrise with the Embarkation of Saint Paula for Jerusalem;12.03.2013;8,304,500
Willem Claesz Heda;A blackberry pie on a pewter platter, a silver-gilded cup and cover, an upturned tazza, a partly-peeled lemon, a bread roll...;07.08.2014;8,299,561
Zhang Daqian;Spring mountains in Sichuan;04.05.2011;8,299,235
Vincent van Gogh;Le pont de Langlois à Arles;11.04.2003;8,295,500
Lyonel Feininger;Hafen von Swinemünde (Port de Swinemünde);05.29.2011;8,269,682
Pablo Picasso;Chat à l′oiseau;11.10.1997;8,252,500
Claude Monet;Waterloo Bridge, soleil voilé;11.11.1997;8,252,500
Marc Chagall;Le village Russe, de la lune;11.11.1999;8,252,500
Claude Monet;Camille à l′ombrelle verte;06.19.2007;8,251,383
Amedeo Modigliani;Jeune femme (Totote de la Gaîté);06.19.2007;8,251,383
Claude Monet;Les trois arbres, Automne;05.10.1989;8,250,000
Frederic Edwin Church;Home by the lake (Scene in the Catskill Mountains);05.24.1989;8,250,000
Pablo Picasso;Au Moulin Rouge;10.18.1989;8,250,000
Amedeo Modigliani;Jeanne Heruterne con grande cappello;05.15.1990;8,250,000
Zhang Daqian;The view of mount E Mei;12.03.2010;8,237,148
Sigmar Polke;Indianer mit Adler (Indian with Eagle)REPEAT SALE;10.13.2014;8,236,980
Su Shi;Going Fu Tie Calligraphy;09.19.2013;8,229,000
Claude Monet;Sur la falaise à Pourville;05.07.2014;8,229,000
Pierre-Auguste Renoir;La source (Nu allongé);06.21.2011;8,216,381
Francesco Guardi;View of the Villa Loredan at PaeseREPEAT SALE;01.25.2007;8,216,000
Pablo Picasso;Jeune fille aux cheveux noirs (Dora Maar);05.08.2007;8,216,000
Andy Warhol;Self Portrait;05.16.2007;8,216,000
Henry Moore;Mother and Child with Apple;02.04.2014;8,207,199
Sir Joshua Reynolds;Portrait of Lady Frances Marsham, later Countess of Romney (1755-1795);07.08.2014;8,203,583
Edgar Degas;Trois Danseuses Jupes Violettes;02.05.2007;8,188,923
René Magritte;Le plagiat (Plagiary);02.06.2013;8,168,982
Pablo Picasso;Femme nue assise;05.08.2007;8,160,000
Qi Baishi;An album of landscapes) (album w/12 works);12.04.2011;8,149,606
Pablo Picasso;Femme au chapeau vert;11.04.2009;8,146,500
